医院,姓名,科室,评分,擅长,简介
广东省中医院,张孝娟,中医乳腺外科,3.7,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,钟少文,中医乳腺外科,4.0,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广东省中医院,蔡业峰,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,郭建文,中医神经内科,3.8,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,华荣,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,黄燕,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,连新福,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,梁伟雄,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,刘茂才,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,罗恩丽,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,雒晓东,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,孙景波,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,杨志敏,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,尤劲松,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,张新春,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,招远祺,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广东省中医院,金钟大,中医肾病内科,3.4,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,刘旭生,中医肾病内科,3.4,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,毛炜,中医肾病内科,3.5,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,王立新,中医肾病内科,3.6,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,韦芳宁,中医肾病内科,3.5,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,林宇,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈欣欣,中医五官科,4.0,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李云英,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,陈培琼,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,胡学军,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,黄穗平,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,罗云坚,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,余绍源,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,李松,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,王磊,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,王云飞,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,文旺秀,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,尹克春,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,张敏州,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,郑朝阳,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,邹旭,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广东省中医院,陈澍英,中医血液科,3.8,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广东省中医院,代喜平,中医血液科,4.6,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广东省中医院,李达,中医血液科,4.8,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广东省中医院,梁冰,中医血液科,3.6,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广东省中医院,庞龙,中医眼科,3.3,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。
广东省中医院,吴万垠,中医肿瘤科,3.7,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
广东省中医院,张海波,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
广州市第一人民医院,蔡敬宙,针灸科,3.2,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州市第一人民医院,李湘力,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州市第一人民医院,刘晓俊,中医神经内科,3.2,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广州医科大学附属第一医院,童娟,针灸科,3.3,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州医科大学附属第一医院,王建华,中西医结合科,3.2,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
广州医科大学附属第一医院,马红霞,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州医科大学附属第一医院,潘俊辉,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州医科大学附属第一医院,任培华,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州医科大学附属第一医院,夏鑫华,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州医科大学附属第一医院,杨辉,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州医科大学附属妇女儿童医疗中心,李金玲,中医儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广州医科大学附属妇女儿童医疗中心,刘红姣,中医妇产科,4.7,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州医科大学附属妇女儿童医疗中心,陈爱兰,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,陈兴华,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,陈振虎,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,江钢辉,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,赖新生,针灸科,3.7,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,李敏,针灸科,3.4,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,林国华,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,王黎,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,张宏,针灸科,3.6,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,庄礼兴,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,庄子齐,针灸科,3.6,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
广州中医药大学第一附属医院,李惠东,中西医结合科,3.5,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,贾超,中医按摩科,3.4,中医按摩科常见病、多发病诊治,主任医师，中医按摩科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,吉训超,中医儿科,3.4,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广州中医药大学第一附属医院,赖东兰,中医儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广州中医药大学第一附属医院,李宜瑞,中医儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广州中医药大学第一附属医院,许华,中医儿科,3.5,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
广州中医药大学第一附属医院,曾诚,中医妇产科,3.6,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,曾蕾,中医妇产科,3.9,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,邓高丕,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,何燕萍,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,李淑云,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,廖慧慧,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,罗颂平,中医妇产科,3.6,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,欧阳惠卿,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,许丽绵,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,张玉珍,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
广州中医药大学第一附属医院,袁冬生,中医肝病科,3.5,病毒性肝炎、肝硬化、脂肪肝、肝癌,主任医师，肝病专科，从事肝病临床诊治工作多年。
广州中医药大学第一附属医院,孙锋,中医肛肠科,3.4,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,曾意荣,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,陈镇秋,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,樊粤光,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,方斌,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,何伟,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,黄枫,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,晋大祥,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,梁德,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,林梓凌,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,庞智晖,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,彭汉士,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,唐立明,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,王海彬,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,向孝兵,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,谢裕华,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,张德兴,中医骨科,3.5,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,张顺聪,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,郑晓辉,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,庄洪,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
广州中医药大学第一附属医院,黎同明,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,孙杰,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,张惠臣,中医呼吸科,3.5,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,丁国安,中医精神科,3.3,中医精神科常见病、多发病诊治,主任医师，中医精神科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,陈楚杰,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,陈镜合,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,陈瑞芳,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,高洁,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,古展群,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,黄兆胜,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,黎敬波,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,施旭光,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,王陵军,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,杨晓军,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,张丹,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,朱敏,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,朱其杰,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
广州中医药大学第一附属医院,陈光星,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,关彤,中医免疫内科,3.5,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,廖世煌,中医免疫内科,3.4,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,崔学教,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,丘勇超,中医男科,3.5,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,邱云桥,中医男科,3.5,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,王峻,中医男科,3.5,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,周少虎,中医男科,3.5,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,蔡文就,中医内分泌,3.4,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,黄河清,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,李赛美,中医内分泌,3.8,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘敏,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,彭万年,中医内分泌,3.5,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,朱章志,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘靖,中医皮肤科,3.5,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,黄梅,中医乳腺外科,3.8,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,童彩玲,中医乳腺外科,3.6,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,谢丹,中医乳腺外科,3.9,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,杨海燕,中医乳腺外科,3.7,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,史志云,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,吴智兵,中医神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,钟嘉熙,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,冯志瑀,中医肾病内科,3.4,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,汤水福,中医肾病内科,3.5,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,谢桂权,中医肾病内科,3.5,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,程宇星,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,黄良文,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘建仁,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,王继勇,中医外科,5.0,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,谢晓华,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘蓬,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘森平,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,邱宝珊,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,阮岩,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,王培源,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,王士贞,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,王顺兰,中医五官科,3.5,中医五官科常见病、多发病诊治,主任医师，中医五官科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,陈斌,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,樊冬梅,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,方永奇,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,黄可儿,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,邝卫红,中医消化科,3.7,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,劳绍贤,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,李常青,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘凤斌,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘小斌,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘友章,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘子志,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,陶双友,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,熊文生,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,许鑫梅,中医消化科,3.5,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,周福生,中医消化科,3.6,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,单继军,中医心内科,3.4,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
