医院,姓名,科室,评分,擅长,简介,医疗服务
广州医科大学附属第一医院,王凯,心血管外科,3.4,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属第一医院,陈汉章,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,成向阳,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,崔飞,胸外科,4.5,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,何建行,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,李富骊,胸外科,4.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,李树本,胸外科,4.0,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,李卓毅,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,刘君,胸外科,3.9,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,邱源,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,邵文龙,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,王炜,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,徐鑫,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,薛兴阳,胸外科,3.9,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,杨德康,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,殷伟强,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,张满,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,张鑫,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
广州医科大学附属第一医院,王海洋,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属第一医院,谭获,血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
广州医科大学附属第一医院,程浩,眼科,3.5,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
广州医科大学附属第一医院,李新春,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属第一医院,伍筱梅,医学影像科,3.5,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属第一医院,童娟,针灸科,3.3,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。,Chinese medicine treatment
广州医科大学附属第一医院,张志华,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。,hair transplant; cosmetic or plastic surgery
广州医科大学附属第一医院,王建华,中西医结合科,3.2,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。,Chinese medicine treatment
广州医科大学附属第一医院,马红霞,中医妇产科,3.5,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。,obstetrics; Chinese medicine treatment; Gynecology treatment
广州医科大学附属第一医院,潘俊辉,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
广州医科大学附属第一医院,任培华,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
广州医科大学附属第一医院,夏鑫华,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
广州医科大学附属第一医院,杨辉,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
广州医科大学附属第一医院,杨海虹,肿瘤内科,3.8,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
广州医科大学附属第一医院,张还珠,肿瘤内科,3.5,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
广州医科大学附属第一医院,刘晓青,重症监护室,3.5,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,牛会林,病理科,3.3,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,方大俊,产科,3.9,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,顾圆圆,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,何平,产科,3.6,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,贺芳,产科,3.6,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,廖灿,产科,3.6,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,刘慧姝,产科,3.6,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
广州医科大学附属妇女儿童医疗中心,戴常平,超声科,3.3,腹部超声、心血管超声、妇产科超声,主任医师，超声科专科，在超声诊断方面有丰富经验。,radiology/ CT scans
广州医科大学附属妇女儿童医疗中心,陈兆鸿,儿科,4.0,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,胡君,儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,李淑华,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,梁宇峰,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,朱翠平,儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,左云龙,儿科,3.6,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,胡丹丹,儿童保健科,3.7,儿童生长发育评估、儿童营养指导、儿童早期发展,主任医师，儿童保健专科，从事儿童保健工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,胡芳,儿童保健科,3.7,儿童生长发育评估、儿童营养指导、儿童早期发展,主任医师，儿童保健专科，从事儿童保健工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,蔡春芳,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,陈微微,妇科,4.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,范佳颖,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,何耀娟,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,黄洁贞,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,黄神姣,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,黄峥,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,李莉,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,邱琇,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,石琨,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,禤庆山,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,叶明,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,朱长艳,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,朱亚莉,妇科内分泌,3.4,月经失调、多囊卵巢综合征、更年期综合征,主任医师，妇科内分泌专科，在妇科内分泌疾病诊治方面有丰富经验。,Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,刘雅琼,妇科肿瘤,3.3,宫颈癌、子宫内膜癌、卵巢癌,主任医师，妇科肿瘤专科，擅长妇科恶性肿瘤的诊治。,cancer treatment; Gynecology treatment; robotic surgery
广州医科大学附属妇女儿童医疗中心,王一斌,妇泌尿科,3.3,妇泌尿科常见病、多发病诊治,主任医师，妇泌尿科专科，从事临床工作多年，具有丰富的临床经验。,Gynecology treatment
广州医科大学附属妇女儿童医疗中心,陈亦阳,颌面外科,3.8,口腔颌面部肿瘤、颌面部创伤,主任医师，口腔颌面外科专科，在口腔颌面外科疾病诊治方面有丰富经验。,dental treatment
广州医科大学附属妇女儿童医疗中心,黎凡,颌面外科,4.0,口腔颌面部肿瘤、颌面部创伤,主任医师，口腔颌面外科专科，在口腔颌面外科疾病诊治方面有丰富经验。,dental treatment
广州医科大学附属妇女儿童医疗中心,王洪涛,颌面外科,3.9,口腔颌面部肿瘤、颌面部创伤,主任医师，口腔颌面外科专科，在口腔颌面外科疾病诊治方面有丰富经验。,dental treatment
广州医科大学附属妇女儿童医疗中心,邬文莉,颌面外科,3.8,口腔颌面部肿瘤、颌面部创伤,主任医师，口腔颌面外科专科，在口腔颌面外科疾病诊治方面有丰富经验。,dental treatment
广州医科大学附属妇女儿童医疗中心,黄俊祥,麻醉科,4.4,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,刘文兴,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,佘应军,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,宋兴荣,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,王琼,麻醉科,3.6,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,余纳,免疫科,3.3,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,陶晓海,男科,3.0,男科常见病、多发病诊治,主任医师，男科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,朱卫东,普通内科,3.3,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,毛宗林,普外科,3.0,胃肠外科、肝胆胰外科、甲状腺乳腺外科,主任医师，普外科专科，在普外科疾病诊治方面有丰富经验。,robotic surgery
广州医科大学附属妇女儿童医疗中心,马宏民,乳腺外科,3.3,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。,cancer treatment
广州医科大学附属妇女儿童医疗中心,宋烨,神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄舒娥,生殖,3.4,不孕症、辅助生殖技术、生殖内分泌,主任医师，生殖内分泌专科，在不孕症诊治方面有丰富经验。,IVF treatment
广州医科大学附属妇女儿童医疗中心,陈彦球,小儿耳鼻喉,4.5,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄振云,小儿耳鼻喉,3.6,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,刘文龙,小儿耳鼻喉,3.6,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,罗仁忠,小儿耳鼻喉,3.7,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,王小亚,小儿耳鼻喉,3.7,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,温瑞金,小儿耳鼻喉,3.6,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,周丽枫,小儿耳鼻喉,3.6,儿童中耳炎、儿童鼻窦炎、儿童扁桃体腺样体肥大,主任医师，小儿耳鼻喉科专科，在儿童耳鼻喉疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,徐翼,小儿感染科,3.7,儿童病毒性肝炎、儿童感染性疾病、儿童传染病、儿童发热待查,主任医师，小儿感染专科，擅长儿童各类感染性疾病的诊治。,routine health screening
广州医科大学附属妇女儿童医疗中心,徐宏文,小儿骨科,3.5,儿童骨折与关节损伤、先天性髋关节脱位、儿童脊柱侧弯,主任医师，小儿骨科专科，从事儿童骨科疾病诊治多年。,orthopedics
广州医科大学附属妇女儿童医疗中心,曾洁敏,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,曾强,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,邓力,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,何春卉,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄建军,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄旭强,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,江文辉,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,卢根,小儿呼吸科,3.7,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,唐书生,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,童志杰,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,吴佩琼,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,印根权,小儿呼吸科,3.7,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,余嘉璐,小儿呼吸科,3.6,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,马文成,小儿急诊科,3.6,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,严建江,小儿急诊科,3.6,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,伏雯,小儿泌尿科,3.8,尿道下裂、隐睾、肾积水、小儿泌尿系结石,主任医师，小儿泌尿外科专科，擅长小儿泌尿系统先天畸形的矫治。,routine health screening
广州医科大学附属妇女儿童医疗中心,贾炜,小儿泌尿科,3.7,尿道下裂、隐睾、肾积水、小儿泌尿系结石,主任医师，小儿泌尿外科专科，擅长小儿泌尿系统先天畸形的矫治。,routine health screening
广州医科大学附属妇女儿童医疗中心,刘国昌,小儿泌尿科,3.7,尿道下裂、隐睾、肾积水、小儿泌尿系结石,主任医师，小儿泌尿外科专科，擅长小儿泌尿系统先天畸形的矫治。,routine health screening
广州医科大学附属妇女儿童医疗中心,张丽瑜,小儿泌尿科,3.7,尿道下裂、隐睾、肾积水、小儿泌尿系结石,主任医师，小儿泌尿外科专科，擅长小儿泌尿系统先天畸形的矫治。,routine health screening
广州医科大学附属妇女儿童医疗中心,曾萍,小儿免疫科,4.3,小儿免疫科常见病、多发病诊治,主任医师，小儿免疫科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,李丰,小儿免疫科,3.6,小儿免疫科常见病、多发病诊治,主任医师，小儿免疫科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,周娟,小儿免疫科,4.5,小儿免疫科常见病、多发病诊治,主任医师，小儿免疫科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,曾春华,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,程静,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,黄永兰,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,李翠玲,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,李秀珍,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,刘丽,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,毛晓健,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,徐爱晶,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,张文,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,周志红,小儿内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
广州医科大学附属妇女儿童医疗中心,陈谨萍,小儿皮肤科,3.7,儿童湿疹、儿童特应性皮炎、儿童银屑病,主任医师，小儿皮肤科专科，擅长儿童皮肤病的诊治。,skin care
广州医科大学附属妇女儿童医疗中心,陈文雄,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,戴津,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,高媛媛,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,李小晶,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,李志斌,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,梁惠慈,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,林海生,小儿神经内科,3.6,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
广州医科大学附属妇女儿童医疗中心,麦坚凝,小儿神经内科,3.8,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
